OWNERCITYCODE,RECEIVETIME,GENDER,BDATE,RELATION,OTHERNOTFAMILYMEMBER,OCCURPLACE,OTHEROCCURPLACE,OCCURCITY,OCCURTOWN
6400000000,20210204115300,F,077,p,,H,,1001400000,1001408000
1001500000,20210204135100,F,086,r,,B,,1001500000,1001501000
6300000000,20210204152200,F,089,d,,A,,,
6400000000,20210204153700,F,090,X,,H,,6400000000,6401600000
6300000000,20210204161900,F,084,X,,Z,,6500000000,6500100000
1001900000,20210204162400,F,053,A,,A,,6600000000,6601500000
1002100000,20210204165600,F,095,g,,A,,6700000000,
6300000000,20210204193100,F,,F,,X,,6300000000,
1000300000,20210205081900,F,074,g,,A,,6500000000,6500100000
1000300000,20210205081900,F,066,f,,A,,6500000000,6501000000
1001700000,20210205093000,F,100,H,,X,,,
6400000000,20210205103500,F,001,Y,,Z,,,
1000400000,20210205110500,M,094,o,,D,,,
1000400000,20210205110500,F,075,t,,A,,1000400000,1000412000
1000800000,20210205114900,F,097,n,,X,,1000800000,1000808000
6300000000,20210205122000,F,069,f,,A,,6300000000,6300800000
1001300000,20210205143200,F,079,B,,A,,1001300000,1001314000
1002100000,20210205144000,F,094,f,,A,,6400000000,6401500000
6500000000,20210205170100,F,083,c,,A,,6500000000,6501300000
6300000000,20210205171100,F,094,g,,A,,1000300000,
6300000000,20210207173200,M,092,n,,H,,6300000000,6300700000
6300000000,20210207174600,F,084,W,,J,,6300000000,
1000300000,20210208080900,F,076,B,,A,,1000300000,1000302000
1001800000,20210208081000,F,070,n,,H,,1001800000,1001803000
1000300000,20210208081300,M,090,o,,G,,1000300000,1000307000
1000300000,20210208081900,F,093,g,,A,,1000300000,
1000300000,20210208081900,F,101,X,,C,,1000300000,1000305000
6500000000,20210208083700,F,085,t,,H,,6300000000,6301100000
6300000000,20210208084300,F,089,s,,H,,6300000000,6300900000
6500000000,20210208084900,F,094,Y,,X,,6500000000,6501800000
1001400000,20210208085000,M,098,c,,A,,1001400000,1001405000
1001900000,20210208085800,F,094,f,,H,,6600000000,6602800000
1002100000,20210208090200,F,088,W,,A,,6700000000,
6400000000,20210208091700,F,097,G,,A,,6400000000,6400900000
6400000000,20210208092300,F,088,X,,A,,6400000000,6400600000
6500000000,20210208092900,F,103,Y,,Z,,6500000000,6502900000
1002100000,20210208093300,F,096,g,,H,,6400000000,6400300000
6400000000,20210208093500,F,080,X,,H,,6400000000,
6500000000,20210208094000,F,080,W,,A,,6500000000,6500300000
1001900000,20210208095000,M,095,g,,A,,6600000000,6602700000
1000700000,20210208101200,F,053,n,,A,,1000700000,1000703000
6300000000,20210208102200,F,058,n,,A,,1000400000,1000401000
1001500000,20210208103400,M,077,m,,K,,1001500000,1001503000
1001500000,20210208103400,M,078,m,,K,,1001500000,1001503000
6400000000,20210208104500,F,094,W,,H,,6400000000,6401700000
1001900000,20210208115800,F,088,X,,J,,6600000000,6600600000
1001900000,20210208132200,F,082,n,,A,,6600000000,6600500000
6400000000,20210208133300,F,089,s,,H,,6400000000,6401900000
1000300000,20210208142100,F,081,A,,A,,1000300000,1000308000
6500000000,20210208142500,F,082,b,,A,,,
1002100000,20210208143700,M,101,q,,A,,6700000000,6703100000
1002100000,20210208143900,F,104,q,,A,,6700000000,6703100000
1000700000,20210208154100,F,092,f,,A,,1000300000,
1000700000,20210208154900,F,069,r,,H,,,
1001900000,20210208155100,F,103,c,,A,,6600000000,6601200000
1002000000,20210208155500,M,081,W,,B,,6600000000,6600400000
1000300000,20210208155800,M,093,g,,A,,1000300000,
1002100000,20210208161800,F,,c,,X,,,
6300000000,20210208164000,F,074,t,,A,,6300000000,6300300000
6500000000,20210208165700,M,087,n,,Z,,6500000000,6502100000
6500000000,20210208175700,F,093,g,,A,,,
1000300000,20210209072700,F,084,e,,A,,,
1002000000,20210209082400,F,078,n,,J,,1002000000,1002002000
6500000000,20210209083300,F,095,f,,A,,6500000000,6501000000
1001900000,20210209083600,F,088,n,,A,,6600000000,6602700000
6400000000,20210209090100,F,067,n,,H,,6400000000,6400500000
1002100000,20210209091500,M,094,g,,A,,6700000000,6703500000
1002100000,20210209092100,F,072,n,,A,,6300000000,
6500000000,20210209093200,F,106,o,,D,,6500000000,6500800000
6300000000,20210209101700,F,078,W,,H,,6500000000,6500900000
1000300000,20210209120000,F,066,W,,A,,1000300000,1000310000
1000400000,20210209130900,F,094,g,,A,,1000400000,1000401000
6400000000,20210209134800,F,080,k,,A,,6400000000,6401200000
1001300000,20210209140300,F,078,e,,B,,1001300000,1001315000
1000700000,20210209142700,F,062,n,,A,,1000700000,1000704000
6300000000,20210210143200,F,083,X,,J,,6300000000,6300400000
6300000000,20210214133900,F,049,n,,X,,6300000000,6300500000
1000300000,20210216125100,F,085,f,,A,,1000300000,1000312000
6300000000,20210216161600,F,088,d,,A,,1000800000,1000801000
6300000000,20210216175500,F,087,n,,A,,,
1001800000,20210217080400,M,106,S,,Z,,1001800000,1001801000
1000300000,20210217081300,F,041,n,,A,,1000300000,
1000300000,20210217081700,F,091,e,,A,,1000300000,1000302000
1000300000,20210217081900,F,094,g,,J,,1000300000,1000304000
6500000000,20210217082000,F,097,T,,Z,,6500000000,
1000300000,20210217082100,F,094,n,,A,,1000300000,1000302000
1000300000,20210217082100,F,088,X,,J,,1000300000,1000301000
1000300000,20210217082200,F,097,W,,A,,1000300000,1000309000
1000300000,20210113082300,F,066,X,,X,,,
1000300000,20210113082900,F,095,g,,A,,1000300000,1000304000
1000300000,20210113082900,F,091,X,,A,,1000300000,1000307000
1002100000,20210113083600,F,094,f,,A,,6700000000,
1002100000,20210113083700,M,095,f,,X,,,
6400000000,20210113083800,F,068,n,,A,,6400000000,
6400000000,20210113090600,F,086,n,,A,,6300000000,6301000000
1001500000,20210113091500,F,096,g,,A,,1001500000,1001509000
1001500000,20210113091500,M,096,g,,A,,1001500000,1001509000
1000500000,20210113093700,F,094,g,,A,,6600000000,6601400000
6400000000,20210113094400,F,101,H,,X,,6400000000,6403200000
6500000000,20210113094500,F,082,W,,H,,6500000000,6500300000
6500000000,20210113094500,M,077,n,,A,,6600000000,6600600000
6500000000,20210113094500,M,085,W,,A,,6300000000,6300300000
6500000000,20210113100800,F,097,H,,A,,6500000000,6500100000
1000800000,20210113103300,F,094,g,,A,,1000800000,1000803000
1000200000,20210113111600,M,076,Y,,I,,1000200000,1000210000
6500000000,20210113113500,F,086,S,,D,,6300000000,6300300000
6500000000,20210113115700,F,059,A,,A,,6500000000,6500100000
1002100000,20210113125400,F,068,B,,A,,6700000000,6703600000
1001900000,20210113133000,F,101,F,,A,,6600000000,6600900000
6400000000,20210113134800,F,090,d,,A,,1000900000,1000903000
6400000000,20210113141800,F,094,f,,D,,6400000000,6402000000
1000800000,20210113154700,F,075,X,,Z,,1000800000,1000803000
1002100000,20210113155700,F,092,Z,,A,,6700000000,6700400000
1002000000,20210113161200,M,094,o,,A,,1002000000,1002002000
1000300000,20210114080100,M,095,g,,A,,,
1000300000,20210114080500,M,096,g,,A,,,
1000300000,20210114081000,F,095,g,,A,,,
1000300000,20210114081400,F,094,g,,H,,,
6500000000,20210114085300,F,062,b,,A,,6500000000,
6500000000,20210114085300,F,094,H,,X,,6500000000,
1001900000,20210114090100,F,094,g,,A,,6600000000,6602800000
1001300000,20210114092000,F,042,p,,A,,1001300000,1001301000
1001900000,20210114093700,F,096,X,,A,,1000300000,1000302000
6300000000,20210114101500,M,080,X,,Z,,6300000000,
1001900000,20210114101800,F,106,2,,Z,,6600000000,6600800000
1001900000,20210114101900,M,106,2,,Z,,6600000000,6600800000
1001900000,20210114104600,F,057,g,,J,,6600000000,6601600000
1001900000,20210114134300,F,096,g,,C,,6600000000,6601400000
1000200000,20210114135600,M,093,T,,F,,1000200000,1000205000
1001900000,20210114142700,F,084,W,,A,,6600000000,6600600000
1000800000,20210114150600,F,092,g,,A,,1000800000,1000806000
1000800000,20210114153200,F,094,g,,A,,1000800000,1000802000
6500000000,20210114155900,F,093,f,,C,,,
6300000000,20210114160400,F,094,f,,X,,6300000000,
1001900000,20210114161700,F,095,f,,A,,1000700000,
6400000000,20210114165000,M,105,F,,A,,6400000000,6400300000
6400000000,20210114171100,F,094,f,,A,,6400000000,6400400000
1001400000,20210114172600,F,095,c,,X,,1001400000,1001401000
6300000000,20210114231700,F,086,W,,A,,6500000000,6502100000
1000300000,20210115080300,F,095,g,,J,,1000300000,1000302000
1000300000,20210115080300,M,101,F,,A,,1000300000,1000309000
1000300000,20210115080300,F,093,n,,A,,1000300000,1000301000
1000300000,20210115080300,F,079,W,,A,,1000300000,1000301000
1001800000,20210115080600,F,085,r,,A,,1000400000,
1000300000,20210115080700,F,095,o,,D,,1000300000,1000301000
6500000000,20210115085200,M,095,u,,C,,6500000000,6500200000
1002100000,20210115090300,F,076,r,,A,,6700000000,6703700000
1001800000,20210115094800,F,094,g,,C,,1001800000,1001801000
1000800000,20210115101500,M,098,q,,C,,1000800000,1000813000
1000800000,20210115103100,M,093,g,,A,,1000800000,1000806000
1002100000,20210115103300,M,094,g,,A,,6700000000,6703600000
6500000000,20210115105400,M,095,o,,D,,6500000000,6500500000
6300000000,20210115112700,F,098,K,,A,,6500000000,6500100000
6500000000,20210115114200,F,094,o,,D,,6500000000,6500400000
6500000000,20210115115500,M,095,o,,D,,6500000000,6500500000
1001900000,20210115132300,F,096,f,,A,,6600000000,6601300000
1002100000,20210115140000,F,087,f,,X,,,
1001500000,20210115141900,F,099,Z,,A,,1001500000,1001511000
1001800000,20210115143400,F,096,W,,Z,,1001800000,
1001900000,20210115150000,F,092,n,,A,,6600000000,6602700000
1000200000,20210115152300,M,096,g,,D,,1000200000,1000201000
1000200000,20210115152400,F,095,g,,D,,1000200000,1000201000
1002100000,20210115161600,M,095,g,,A,,6700000000,6703500000
1001900000,20210115162300,F,096,g,,C,,6600000000,6602700000
1000500000,20210115164400,M,094,f,,A,,1000500000,1000504000
6500000000,20210115170300,F,097,g,,C,,6500000000,6501400000
6300000000,20210117101600,F,083,r,,J,,6300000000,6300700000
6300000000,20210117192500,F,074,q,,A,,6300000000,6300300000
1000300000,20210118081100,X,094,X,,J,,1000300000,1000302000
1000300000,20210118081100,F,094,g,,A,,1000300000,1000310000
1000300000,20210118081200,F,075,s,,X,,1000300000,1000312000
1000300000,20210118081300,M,095,g,,A,,1000300000,1000302000
1001800000,20210118081500,M,101,Y,,D,,1001800000,1001803000
1000300000,20210118082100,F,092,g,,A,,1000300000,1000310000
1000300000,20210118082100,F,094,g,,A,,,
1001000000,20210118082100,F,087,b,,A,,6600000000,6600900000
1000300000,20210118082300,F,092,K,,Z,,6300000000,6301000000
1000700000,20210118084100,F,092,c,,A,,1000700000,1000701000
1002100000,20210118085500,F,089,n,,H,,6700000000,6703600000
1002100000,20210118091300,F,094,g,,A,,6700000000,6700200000
1000500000,20210118091900,F,087,A,,A,,1000500000,1000505000
1002100000,20210118092500,F,094,g,,A,,6700000000,
6400000000,20210118092900,M,094,g,,A,,6400000000,6400900000
1001900000,20210118093400,F,096,f,,A,,6600000000,
6300000000,20210118094200,F,049,m,,K,,6300000000,6300200000
6400000000,20210118094700,F,097,g,,C,,6400000000,6400900000
1000800000,20210118094700,F,096,W,,H,,1000800000,1000802000
1000700000,20210118101100,F,101,K,,A,,1000700000,1000720000
1001900000,20210118103100,F,093,f,,Z,,,
6500000000,20210118104000,F,094,Y,,X,,6500000000,6500700000
1000800000,20210118105900,F,103,q,,C,,1000800000,1000812000
1000700000,20210118111500,F,094,p,,C,,1000700000,1000720000
1000700000,20210118111700,F,099,p,,A,,1000700000,1000720000
1001400000,20210118134300,F,095,g,,C,,1001400000,1001403000
1001900000,20210118134500,F,079,o,,X,,,
1001500000,20210118135300,F,094,g,,H,,,
6400000000,20210118135700,M,096,f,,D,,6400000000,6400900000
1001400000,20210118142700,M,098,m,,K,,1001400000,1001404000
1000800000,20210118144900,F,066,n,,A,,1000800000,1000803000
6500000000,20210118145200,M,094,p,,A,,6500000000,6501300000
1001800000,20210118145200,F,095,n,,A,,1001800000,1001801000
6500000000,20210118151500,F,075,W,,A,,6500000000,6500100000
1001900000,20210118153900,F,098,W,,Z,,6600000000,
6300000000,20210118165500,F,096,f,,A,,6500000000,6500300000
1000500000,20210118170900,F,093,p,,A,,1000500000,1000506000
6500000000,20210118172900,F,080,n,,A,,6500000000,6500400000
1000800000,20210118180800,M,092,f,,A,,,
1000300000,20210119081300,F,093,g,,A,,1000300000,1000312000
1000300000,20210119081300,F,094,g,,X,,,
1000300000,20210119081600,F,096,g,,Z,,1000300000,1000304000
1001000000,20210119082300,F,062,n,,H,,1001000000,1001013000
1000700000,20210119082800,F,101,F,,X,,1000700000,1000711000
1000700000,20210119083100,M,103,F,,X,,1000700000,1000711000
6400000000,20210119083500,F,071,n,,H,,6400000000,6401900000
1000400000,20210119085100,M,095,g,,A,,1000400000,1000401000
6300000000,20210119090600,F,086,X,,A,,6300000000,
1001900000,20210119091500,F,100,T,,F,,6600000000,6600100000
1000200000,20210119093200,M,098,S,,A,,1000200000,1000212000
1000200000,20210119093200,M,097,S,,A,,1000200000,1000212000
6300000000,20210119093900,F,094,f,,A,,6500000000,6501500000
1000700000,20210119095800,F,072,B,,C,,1000700000,1000702000
1001800000,20210119100200,M,094,o,,A,,1001800000,1001801000
6500000000,20210119105800,F,091,n,,A,,6300000000,6300300000
1001900000,20210119111000,F,096,g,,A,,6600000000,6600300000
1001900000,20210119111000,M,096,o,,D,,6600000000,6602700000
1002100000,20210119113000,M,073,c,,A,,6700000000,6703600000
1001500000,20210119134500,F,083,d,,X,,,
1001300000,20210119140300,M,094,g,,A,,1001300000,1001331000
1000700000,20210119142800,F,094,Y,,A,,1000700000,1000703000
6400000000,20210119151300,F,079,c,,A,,6400000000,6400500000
6500000000,20210119154900,F,103,c,,X,,,
6400000000,20210119160700,F,086,b,,A,,6400000000,6400500000
6500000000,20210119165400,F,093,S,,C,,,
1001500000,20210119170200,M,091,Y,,A,,1001500000,1001501000
1001900000,20210119173800,F,077,B,,A,,6600000000,6600500000
6300000000,20210119233200,F,078,s,,A,,1001700000,
1000300000,20210120082100,M,099,F,,X,,6500000000,6500500000
1000800000,20210120082900,F,101,o,,Z,,1000800000,1000812000
1001300000,20210120085000,F,080,r,,B,,1001300000,1001301000
6300000000,20210120085000,M,,X,,X,,6300000000,
6500000000,20210120092500,F,072,n,,A,,6500000000,
1000800000,20210120095200,F,067,Y,,A,,1000800000,1000808000
1001500000,20210120095300,F,094,f,,D,,1001500000,1001501000
1000800000,20210120095400,M,100,o,,C,,1000800000,1000812000
1000400000,20210120100200,F,094,g,,A,,1001800000,1001802000
1000200000,20210120100800,F,081,d,,A,,6600000000,
1000800000,20210120103100,F,095,g,,Z,,1000800000,1000804000
1001300000,20210120104700,F,094,g,,A,,1001300000,1001326000
6400000000,20210120111500,F,095,f,,A,,,
1000700000,20210120111800,F,069,W,,A,,6600000000,6600900000
1001900000,20210120120000,F,086,Y,,Z,,6600000000,
1001900000,20210120130400,F,096,g,,K,,6600000000,6600400000
6400000000,20210120135600,F,094,o,,D,,6400000000,6403000000
6500000000,20210120144400,F,065,t,,Z,,6500000000,6500100000
1000800000,20210120153500,F,087,f,,X,,,
6500000000,20210120155100,F,090,g,,X,,,
6500000000,20210120161000,F,100,S,,D,,6500000000,6500100000
6500000000,20210120161000,F,104,o,,D,,6500000000,6501400000
1000900000,20210120162200,F,093,o,,Z,,1000900000,1000903000
6500000000,20210120162400,F,077,d,,A,,6500000000,6500100000
6400000000,20210120163500,F,091,q,,A,,6400000000,6401200000
6400000000,20210120171800,F,105,o,,D,,,
1000300000,20210121080500,F,096,g,,D,,1000300000,1000307000
1000300000,20210121080500,F,076,W,,H,,1000300000,
6500000000,20210121083800,F,062,t,,A,,6500000000,6500200000
1001900000,20210121084900,M,062,Y,,Z,,,
1001900000,20210121084900,M,090,o,,D,,6600000000,
6500000000,20210121085500,F,083,n,,A,,6500000000,6500500000
1000500000,20210121091500,F,096,n,,A,,1000500000,1000510000
1002100000,20210121091600,F,093,Z,,X,,,
1000900000,20210121095900,F,054,Y,,Z,,1000900000,1000901000
6300000000,20210121100700,F,067,n,,H,,6600000000,
1000700000,20210121113000,M,101,Z,,A,,1000700000,1000710000
1001900000,20210121132700,F,096,f,,A,,6600000000,6601700000
6300000000,20210121133300,F,092,o,,A,,6300000000,6301100000
1002100000,20210121135300,F,075,f,,H,,6700000000,
1002100000,20210121140300,F,093,W,,A,,6700000000,6703700000
6500000000,20210121150900,F,055,Y,,A,,6500000000,6500500000
1000500000,20210121150900,F,094,o,,A,,,
6300000000,20210121153600,F,096,H,,A,,6300000000,
6500000000,20210121155700,F,107,2,,D,,,
6500000000,20210121161600,F,057,q,,A,,6500000000,6500100000
6500000000,20210121165200,F,088,b,,A,,6500000000,6500700000
6500000000,20210121173200,F,066,t,,J,,6500000000,6500500000
1001800000,20210122080500,F,085,e,,A,,1001800000,1001802000
1000300000,20210122080800,F,094,g,,A,,,
6500000000,20210122084000,F,103,F,,X,,6500000000,
6500000000,20210122085500,M,042,Y,,X,,,
6500000000,20210122090200,M,092,g,,H,,,
1000500000,20210122090800,F,067,X,,H,,1000500000,1000505000
6500000000,20210122090800,F,092,F,,A,,6500000000,6501100000
1001300000,20210122090800,F,097,W,,A,,1001300000,1001301000
6500000000,20210122091000,F,105,o,,D,,6500000000,6500500000
1001700000,20210122092300,F,060,f,,A,,1001700000,1001701000
6500000000,20210122093100,F,077,g,,A,,6500000000,6500200000
6500000000,20210122094200,F,083,n,,H,,6500000000,6500600000
6300000000,20210122095800,F,094,g,,A,,6300000000,6300200000
1000700000,20210122101000,F,076,n,,H,,1000700000,1000707000
1002000000,20210122101400,F,099,Z,,X,,1000800000,1000812000
1001900000,20210122135600,F,096,Z,,A,,6600000000,6600800000
1000500000,20210122140100,M,063,X,,A,,1000500000,1000501000
6400000000,20210122141800,F,051,A,,A,,6400000000,6400800000
1001900000,20210122154700,F,081,W,,A,,6600000000,6601400000
6300000000,20210122160300,F,087,n,,X,,,
6300000000,20210122161800,M,094,f,,A,,,
6300000000,20210124183700,F,095,g,,A,,1000300000,
1000300000,20210125075200,F,095,g,,A,,6400000000,6400200000
1002000000,20210125081800,F,090,g,,A,,1000300000,1000302000
1000400000,20210125085100,F,084,n,,A,,1000400000,1000401000
1001300000,20210125085300,F,102,F,,A,,1001300000,1001301000
6300000000,20210125085600,F,084,s,,J,,6300000000,6300400000
1002100000,20210125085700,F,087,W,,D,,6700000000,6703200000
1001800000,20210125090300,F,083,t,,J,,1001800000,
6400000000,20210125092100,F,094,n,,A,,6400000000,6400500000
1001900000,20210125092200,F,096,o,,A,,6600000000,6600800000
1001900000,20210125092200,F,096,o,,A,,6600000000,6600800000
6500000000,20210125092500,F,082,r,,H,,6300000000,6300400000
1000700000,20210125092700,F,094,f,,A,,1000700000,
1002100000,20210125092900,F,094,g,,Z,,6700000000,
1002100000,20210125094000,F,106,F,,X,,6700000000,6703400000
6400000000,20210125094600,M,065,W,,A,,6400000000,6400500000
6400000000,20210125101500,F,093,f,,X,,,
1000700000,20210125110700,F,085,r,,A,,1000700000,1000710000
1000800000,20210125111500,F,093,g,,A,,1000800000,
6500000000,20210125112500,F,,Z,,A,,,
1001900000,20210125113000,F,086,n,,A,,,
1001900000,20210125113000,F,085,n,,H,,6600000000,6600800000
1001900000,20210125113100,F,088,Y,,Z,,6600000000,6602400000
1001900000,20210125113100,F,075,B,,H,,6600000000,6600700000
1001900000,20210125131800,F,097,g,,A,,1000800000,1000811000
1001900000,20210125131800,F,091,t,,H,,6600000000,6600600000
1001900000,20210125131800,F,076,X,,A,,,
6400000000,20210125135200,M,094,f,,A,,,
6400000000,20210125144900,M,096,m,,K,,6400000000,6400300000
1001900000,20210125152100,M,094,o,,A,,6600000000,6600700000
1001900000,20210125152100,M,095,n,,A,,6600000000,6600700000
1001500000,20210125155200,F,085,f,,A,,1001500000,1001501000
6400000000,20210125160000,M,096,m,,K,,6400000000,6400300000
6400000000,20210125161200,M,097,m,,K,,6400000000,6400300000
6400000000,20210125165900,F,092,Z,,X,,6400000000,6400800000
6300000000,20210125205400,F,087,W,,H,,,
6300000000,20210125232500,M,084,W,,H,,,
1000300000,20210126073100,F,071,B,,A,,1000300000,1000306000
1000300000,20210126073200,F,048,c,,A,,1000300000,1000301000
1000300000,20210126073200,F,060,W,,A,,1001700000,1001707000
6500000000,20210126084200,F,095,g,,C,,6500000000,6500100000
6500000000,20210126084300,M,095,g,,Z,,6500000000,6500100000
6400000000,20210126084900,F,092,c,,A,,6400000000,6401200000
1002100000,20210126085200,F,091,X,,A,,6300000000,
1002100000,20210126085300,F,095,f,,A,,,
1001900000,20210126090500,F,073,g,,A,,6600000000,6600300000
1001900000,20210126090500,M,098,n,,C,,6600000000,6602700000
1001900000,20210126115200,F,095,g,,X,,6600000000,
6300000000,20210126122300,X,084,X,,Z,,6300000000,6300200000
1000300000,20210126123800,F,092,K,,X,,,
1000300000,20210126123800,M,096,g,,A,,6400000000,
1000900000,20210126123900,M,094,g,,A,,1000900000,1000905000
1001000000,20210126130100,F,095,f,,A,,1000900000,1000905000
1001300000,20210126135500,F,094,S,,D,,,
1000400000,20210126135800,F,074,d,,A,,,
1000700000,20210126140800,F,103,Z,,X,,1000700000,1000717000
6300000000,20210126143800,F,101,c,,A,,6300000000,6300800000
1001300000,20210126150400,M,086,o,,D,,6400000000,6400500000
6500000000,20210126151200,F,044,X,,X,,6500000000,6500700000
6400000000,20210126162700,F,094,g,,D,,6400000000,6400200000
1000300000,20210217082200,F,092,r,,B,,1000300000,1000301000
1000300000,20210217082500,F,082,s,,H,,1000300000,
1000900000,20210217083000,F,106,o,,Z,,1000900000,1000901000
1000300000,20210217083100,F,096,g,,H,,6600000000,6601500000
1000300000,20210217083200,F,092,W,,A,,1000300000,1000304000
6500000000,20210217083400,F,097,g,,A,,6500000000,6501100000
6500000000,20210217083400,M,095,f,,A,,6500000000,6501100000
6500000000,20210217083600,F,092,o,,A,,6500000000,6501000000
6500000000,20210217083700,F,092,W,,H,,1000300000,1000301000
1000400000,20210217083900,F,089,e,,X,,,
1000400000,20210217083900,F,062,t,,H,,1000800000,1000813000
1000400000,20210217083900,F,098,W,,Z,,1000400000,1000413000
1001900000,20210217084100,F,093,f,,A,,,
1001400000,20210126170500,M,097,W,,Z,,1001400000,1001401000
6300000000,20210126171400,M,102,c,,A,,6300000000,6300800000
1000300000,20210127074300,F,096,g,,A,,1000300000,1000302000
1000300000,20210127074600,F,089,X,,C,,1000300000,1000302000
1000300000,20210127074700,F,093,g,,A,,,
1001800000,20210127084100,F,067,W,,H,,1000400000,1000401000
6500000000,20210127090500,F,082,Y,,J,,6300000000,6300100000
1000900000,20210127103100,F,099,F,,X,,1000700000,1000725000
1002000000,20210127114400,F,095,W,,H,,6600000000,
1001900000,20210127130100,F,095,f,,A,,6600000000,6600900000
1001900000,20210127131500,M,095,g,,A,,6600000000,6600900000
1001900000,20210127132900,F,093,T,,A,,6600000000,6600300000
1001300000,20210127144400,F,070,g,,A,,1001300000,1001302000
1001900000,20210127152200,F,071,A,,A,,6600000000,6600500000
6400000000,20210127155000,F,070,S,,D,,,
6500000000,20210127171600,M,087,W,,A,,1000300000,
6400000000,20210127172100,F,094,g,,A,,6500000000,6500300000
1000400000,20210128082600,F,063,n,,A,,1000400000,1000405000
6500000000,20210128084100,F,094,g,,A,,6500000000,6501000000
6500000000,20210128085400,F,093,p,,H,,,
6500000000,20210128085400,F,067,W,,A,,,
6500000000,20210128091400,F,081,n,,A,,6500000000,6500600000
0902000000,20210128092300,F,076,e,,A,,0902000000,0902001000
6500000000,20210128112200,F,,X,,C,,,
1001900000,20210128141700,F,096,W,,H,,1000700000,1000710000
6500000000,20210128143300,F,083,d,,A,,6400000000,6403100000
1000700000,20210128145100,F,084,d,,C,,1000700000,1000705000
1002100000,20210128150700,F,075,q,,X,,,
6300000000,20210128165700,F,083,e,,A,,,
6300000000,20210128221800,F,102,S,,D,,6300000000,6300400000
6300000000,20210129004400,F,085,r,,A,,,
6500000000,20210129084400,F,083,t,,Z,,6300000000,6300300000
1000400000,20210129084500,F,070,q,,Z,,1000400000,1000402000
1001900000,20210129091000,F,092,f,,C,,6600000000,6600600000
1001900000,20210129100100,M,097,H,,X,,6600000000,6602100000
6400000000,20210129101200,F,094,f,,L,,6400000000,6400600000
1000700000,20210129102500,F,080,Y,,B,,,
1000300000,20210129105700,F,092,K,,A,,1000300000,1000303000
1001900000,20210129115100,F,086,X,,A,,6300000000,6300400000
1001900000,20210129132500,F,088,Y,,A,,6600000000,
6500000000,20210129140800,M,095,f,,A,,6500000000,6501000000
1001300000,20210129150600,M,080,p,,B,,1001300000,
1001900000,20210129153600,X,,T,,F,,6600000000,6600800000
1000700000,20210129154600,M,082,s,,B,,1000700000,1000705000
1001900000,20210129160400,F,094,g,,A,,6600000000,6602700000
1001900000,20210129162700,M,071,A,,K,,6600000000,6602600000
1000300000,20210129170500,M,071,s,,C,,6300000000,6300500000
6300000000,20210131210400,F,078,t,,A,,6500000000,6501000000
1000500000,20210217084400,F,089,o,,A,,1000500000,1000515000
1001900000,20210217084600,F,096,f,,A,,6600000000,6602800000
1001900000,20210217084600,F,084,Y,,A,,6600000000,6601100000
1001900000,20210217084600,F,093,f,,A,,6600000000,6602700000
1001300000,20210217085300,F,104,q,,A,,1001300000,
6400000000,20210217090300,F,106,H,,X,,1001300000,1001316000
6500000000,20210217090600,F,063,W,,A,,6500000000,
6500000000,20210217090700,F,068,c,,A,,6300000000,6300500000
1000700000,20210217091900,F,094,g,,A,,,
1000200000,20210217092000,M,094,W,,B,,1000200000,1000201000
1002100000,20210217093300,F,093,f,,H,,1002000000,1002002000
1001900000,20210217093700,M,,S,,D,,1000700000,1000703000
1001900000,20210217093800,F,094,f,,A,,1000500000,1000504000
1001900000,20210217094400,F,059,A,,A,,6600000000,6601600000
6400000000,20210217094500,F,092,K,,A,,6400000000,6401200000
1001900000,20210217094500,F,088,f,,A,,,
1001900000,20210217094500,M,080,n,,A,,6600000000,6600500000
1002100000,20210217095400,F,097,F,,A,,6600000000,6600600000
6500000000,20210217095500,F,085,f,,H,,6500000000,6501600000
1002100000,20210217100000,F,069,n,,A,,,
1002100000,20210217100000,F,096,X,,Z,,6700000000,6702000000
6500000000,20210217101900,F,077,X,,H,,6300000000,6300100000
1002100000,20210217102400,F,096,f,,A,,6700000000,6703300000
1002100000,20210217102400,M,095,f,,A,,6700000000,6702100000
1002100000,20210217102400,F,077,W,,A,,6700000000,6703200000
1002100000,20210217102500,F,078,n,,X,,6700000000,6703700000
6400000000,20210217104200,F,093,g,,A,,,
6400000000,20210217110200,F,091,q,,A,,,
1002100000,20210217110300,F,062,d,,A,,6400000000,6403700000
6500000000,20210217113900,F,092,f,,A,,,
6400000000,20210217114600,F,095,g,,X,,6400000000,6403100000
1001900000,20210217131800,F,090,Y,,A,,6600000000,
6300000000,20210217132400,F,067,p,,A,,6300000000,
1000400000,20210217135400,F,096,g,,A,,1000400000,1000402000
1000800000,20210217135700,M,090,s,,H,,1001300000,1001322000
6500000000,20210217140200,F,052,W,,A,,6300000000,6300600000
1000700000,20210217140300,F,089,W,,X,,1001000000,1001015000
1000900000,20210217140600,F,101,c,,A,,1000900000,1000912000
6400000000,20210217141000,F,079,W,,H,,6400000000,6401200000
6500000000,20210217141600,F,089,e,,A,,6500000000,
6400000000,20210217141900,F,084,t,,H,,6400000000,6400500000
6400000000,20210217143000,F,067,p,,H,,6400000000,
6400000000,20210217144400,F,073,a,,A,,6400000000,6400600000
1000300000,20210217145100,M,104,F,,A,,1000300000,1000309000
1002100000,20210217150200,F,068,n,,D,,1001300000,1001318000
