OWNERCITYCODE,RECEIVETIME,GENDER,BDATE,RELATION,OTHERNOTFAMILYMEMBER,OCCURPLACE,OTHEROCCURPLACE,OCCURCITY,OCCURTOWN
1002100000,20210412105600,F,095,g,,A,,6700000000,6703200000
6400000000,20210412111900,F,094,W,,A,,6400000000,6401400000
6400000000,20210412114900,F,094,g,,A,,,
6500000000,20210412120900,F,087,f,,A,,,
6300000000,20210412124700,F,096,n,,H,,1000400000,
1000300000,20210412132100,F,084,t,,J,,1000300000,1000302000
6400000000,20210412135100,F,103,n,,A,,6400000000,6403300000
1001500000,20210412141700,F,097,f,,A,,1001500000,1001505000
1001800000,20210412141700,F,093,V,,X,,,
1001900000,20210412142500,F,080,A,,A,,1000800000,1000804000
1001300000,20210412143800,F,095,p,,A,,1001300000,1001302000
1001900000,20210412150500,F,071,W,,A,,6600000000,6600900000
1001900000,20210412150500,F,060,f,,A,,6600000000,6600500000
1001700000,20210412151600,F,076,f,,A,,1001700000,1001706000
1002100000,20210412151800,F,073,A,,A,,1000300000,1000302000
6300000000,20210412154200,F,094,g,,A,,6500000000,
1001900000,20210412154900,F,096,Z,,A,,,
6500000000,20210412164100,F,088,n,,A,,6500000000,6500500000
6500000000,20210412164100,F,092,t,,H,,6500000000,6500300000
6400000000,20210412164600,F,090,d,,A,,,
6300000000,20210412233300,F,067,B,,A,,6300000000,6300800000
1000300000,20210413080000,M,098,g,,A,,1000300000,1000302000
1000300000,20210413080100,F,090,s,,C,,6500000000,6501000000
1000300000,20210413080200,M,095,g,,A,,1000300000,1000301000
1001000000,20210413082700,F,066,n,,A,,6600000000,6601500000
1000500000,20210413083800,F,096,n,,H,,1000500000,1000501000
1002100000,20210413084500,F,095,c,,A,,6700000000,6700100000
6500000000,20210413084700,F,083,n,,A,,6500000000,6501500000
1001900000,20210413084700,F,096,Z,,A,,6600000000,6601100000
6400000000,20210413085800,M,092,g,,A,,,
1001900000,20210413085900,F,083,A,,A,,6600000000,6600900000
1002100000,20210413085900,F,087,W,,H,,6700000000,6703200000
6500000000,20210413090600,M,095,g,,A,,6500000000,6502700000
6500000000,20210413090600,F,096,o,,A,,6500000000,6502700000
1000200000,20210413091300,F,055,t,,C,,1000200000,1000201000
6400000000,20210413091800,F,095,g,,A,,6400000000,6400400000
6500000000,20210413092200,M,105,p,,A,,6500000000,6502700000
1001400000,20210413092800,F,097,K,,A,,1001400000,1001401000
1000700000,20210413095700,F,079,Y,,A,,6600000000,6600700000
6500000000,20210413100200,F,,W,,A,,6300000000,6301100000
1001400000,20210413101400,F,066,n,,H,,1001400000,1001401000
6400000000,20210413105200,F,075,X,,C,,,
6500000000,20210413113600,M,087,n,,A,,,
6400000000,20210413135400,F,088,X,,Z,,6400000000,6400800000
6400000000,20210413140900,F,097,W,,A,,6400000000,6400300000
1000800000,20210413142100,F,097,Z,,X,,1000800000,1000803000
6300000000,20210413143200,F,097,n,,A,,6300000000,6301000000
1001300000,20210413143600,F,094,g,,A,,,
1001300000,20210413143600,F,098,p,,A,,1001300000,1001302000
6500000000,20210413143900,F,093,Z,,A,,6500000000,6500100000
6500000000,20210413144100,F,095,g,,C,,6300000000,6300700000
6400000000,20210413144300,M,097,V,,D,,6400000000,6400800000
1001700000,20210413144300,F,094,f,,H,,,
1002100000,20210413150900,F,073,d,,A,,6700000000,6703500000
1001900000,20210413153700,F,094,g,,A,,6600000000,6602700000
1000500000,20210413162700,F,094,f,,A,,1000500000,
1001900000,20210413163900,M,094,Y,,A,,,
1001900000,20210413163900,F,070,Y,,H,,6600000000,6600400000
6400000000,20210413165600,F,095,g,,A,,6400000000,6402400000
1001900000,20210413165700,F,096,o,,C,,6600000000,6600900000
6300000000,20210413222200,F,085,s,,H,,1000300000,1000301000
1000300000,20210414081400,F,097,g,,C,,1000300000,1000305000
1001500000,20210226151200,M,098,V,,D,,,
1001900000,20210226151600,F,073,W,,X,,6600000000,6602800000
1001400000,20210226152300,X,052,A,,A,,1001400000,1001401000
1001900000,20210226152700,F,085,n,,C,,6600000000,
1001900000,20210226153700,F,075,A,,A,,6600000000,6600800000
1002100000,20210226154000,F,097,Y,,C,,6700000000,6700300000
1001400000,20210226155500,F,098,g,,C,,1001300000,
6500000000,20210226165900,F,105,2,,D,,6300000000,6300400000
6400000000,20210226171100,F,096,g,,A,,6400000000,
6400000000,20210226171100,M,095,g,,A,,6400000000,
6300000000,20210226204200,F,099,c,,A,,6300000000,6301200000
6300000000,20210227075500,F,083,X,,A,,6300000000,6300200000
1000300000,20210401081700,F,093,g,,A,,,
1001900000,20210401085300,M,094,f,,C,,6600000000,
1000700000,20210401085300,F,095,g,,H,,,
6500000000,20210401085800,F,098,g,,Z,,6300000000,6300700000
1001400000,20210401090200,F,103,Y,,Z,,1001400000,1001401000
1001800000,20210401091800,F,093,V,,H,,1001800000,1001801000
1001700000,20210401091900,F,093,q,,C,,1001700000,1001702000
6500000000,20210401093800,M,098,F,,X,,6500000000,
6500000000,20210401093900,F,096,f,,C,,6500000000,6500900000
1001900000,20210401094600,F,077,X,,C,,6600000000,6601800000
1001700000,20210401102100,M,095,o,,F,,1001700000,1001701000
1000400000,20210401104000,F,093,f,,A,,1000400000,
1001800000,20210401130300,F,098,W,,H,,,
1001900000,20210401130500,F,093,W,,A,,6600000000,6600600000
1001800000,20210401134300,F,094,n,,A,,1001700000,
1001500000,20210401135900,F,092,Z,,A,,1001500000,1001505000
1001500000,20210401141700,M,094,o,,A,,1001500000,1001501000
6500000000,20210401143000,M,095,f,,Z,,6500000000,6500900000
0902000000,20210401143800,M,097,g,,A,,,
1000800000,20210401145800,F,093,g,,A,,6600000000,6601700000
1000700000,20210401153900,M,095,o,,H,,6600000000,6602900000
6500000000,20210401154200,F,079,X,,H,,1001600000,1001601000
6500000000,20210401154300,M,094,g,,A,,1001700000,1001706000
6300000000,20210401155600,F,086,n,,X,,1000800000,
6500000000,20210401162300,F,094,g,,A,,,
6500000000,20210401163700,F,065,n,,A,,6500000000,6501400000
6300000000,20210403231700,F,085,f,,A,,1000300000,1000309000
6300000000,20210405140400,F,067,n,,C,,6300000000,6300700000
6300000000,20210405205300,F,097,W,,H,,6300000000,6300100000
1000300000,20210406060100,F,087,n,,A,,1000300000,1000307000
1000300000,20210406064300,F,096,c,,A,,1000300000,1000306000
1000300000,20210406065000,M,097,g,,F,,1000300000,1000310000
6500000000,20210106171400,F,068,r,,A,,1000300000,1000313000
1000900000,20210106171900,F,094,o,,D,,1000900000,1000903000
1000300000,20210107081200,M,096,g,,A,,1000300000,1000301000
1000300000,20210107081600,F,097,g,,Z,,1000300000,1000312000
1000300000,20210107081600,F,097,X,,Z,,1001800000,
1001900000,20210107084800,F,096,g,,A,,6600000000,6601800000
1000500000,20210107090100,F,076,n,,B,,1000500000,1000501000
6400000000,20210107090200,F,095,W,,A,,6400000000,6400500000
1001900000,20210107094500,F,092,c,,X,,6600000000,6602100000
1001300000,20210107103700,F,095,f,,A,,1001300000,1001331000
6300000000,20210107104200,F,090,f,,X,,6500000000,
1002000000,20210107111600,F,076,b,,A,,1002000000,1002001000
1001900000,20210107114000,F,096,o,,C,,6600000000,6601200000
1001900000,20210107114100,F,078,Y,,A,,1000700000,
1000300000,20210107115200,M,095,g,,Z,,1000300000,1000312000
1001900000,20210107132800,F,091,t,,B,,6600000000,
1000700000,20210107134200,F,085,n,,J,,1000700000,1000701000
1000300000,20210107135000,F,097,g,,A,,,
1001300000,20210107135400,F,093,g,,H,,,
6500000000,20210107142400,F,091,t,,X,,,
1001700000,20210107143100,F,068,a,,A,,1001700000,1001702000
1001300000,20210107144800,M,094,g,,A,,6400000000,
1000700000,20210107145300,M,092,o,,D,,1000700000,1000720000
1000700000,20210107145600,F,095,Y,,A,,1000700000,1000711000
6500000000,20210107150400,F,084,d,,A,,,
6500000000,20210107151200,F,097,f,,C,,6500000000,6500100000
1001700000,20210107152900,F,092,Z,,A,,1001700000,
1000900000,20210107153900,F,095,W,,C,,,
1001500000,20210107160500,F,094,Y,,A,,1001500000,1001511000
6500000000,20210107170600,M,102,o,,D,,,
1000500000,20210107171500,F,096,q,,A,,,
6300000000,20210107231800,M,100,o,,H,,6500000000,6502000000
6300000000,20210107234100,M,098,o,,H,,6500000000,6502500000
1001500000,20210108081200,F,095,g,,A,,1001500000,1001504000
1000300000,20210108081900,F,097,g,,C,,1000300000,
1000300000,20210108081900,F,094,g,,H,,,
1000300000,20210108081900,M,096,g,,A,,1000300000,1000301000
1000300000,20210108081900,F,097,o,,D,,1000300000,1000304000
1000300000,20210108081900,F,098,f,,A,,1000300000,1000302000
1000300000,20210108082000,F,093,g,,A,,,
1001800000,20210108083700,F,091,o,,D,,1000400000,1000401000
6400000000,20210108085300,F,082,Y,,H,,6400000000,6400600000
1001300000,20210108085900,F,091,t,,H,,6400000000,6400100000
1001900000,20210108090300,M,095,f,,D,,6600000000,6601200000
6500000000,20210108092500,F,085,s,,J,,6500000000,6500300000
6400000000,20210108092800,F,093,n,,J,,6400000000,6400600000
1000400000,20210108093400,M,102,o,,D,,1000400000,1000401000
1002100000,20210108093600,F,094,g,,A,,6700000000,6703500000
6500000000,20210108094400,M,095,f,,A,,6500000000,6501200000
1001700000,20210108100900,F,096,o,,A,,1001700000,1001707000
1001500000,20210108102300,F,096,Y,,A,,1001500000,1001503000
6400000000,20210108105800,F,095,c,,A,,6400000000,6401200000
1001900000,20210108111000,F,095,f,,D,,6600000000,6600900000
1001400000,20210108111400,F,096,g,,Z,,,
6500000000,20210108114700,F,092,T,,F,,,
6300000000,20210108120000,F,096,K,,A,,6300000000,6300400000
6500000000,20210108120000,F,077,W,,H,,6500000000,6500400000
6300000000,20210108130400,F,076,f,,H,,6300000000,6300400000
1002000000,20210108133400,F,093,g,,C,,1002000000,
6500000000,20210108134900,F,096,g,,A,,6500000000,6500100000
1001900000,20210108135000,F,093,p,,A,,6600000000,6600600000
1000700000,20210108140100,F,066,q,,C,,6600000000,6601200000
1001300000,20210108140500,M,094,o,,C,,1001300000,1001302000
6400000000,20210108141400,F,095,Y,,X,,,
6300000000,20210108152200,F,082,n,,A,,6300000000,6300200000
6400000000,20210108154300,F,090,d,,A,,,
6500000000,20210108164300,F,096,f,,C,,6500000000,6500100000
1001900000,20210108164500,F,092,Y,,A,,1001000000,
6500000000,20210108171200,M,095,f,,Z,,6500000000,6500100000
6500000000,20210108171600,F,069,Y,,C,,,
6300000000,20210108212300,F,096,n,,X,,6300000000,
1002000000,20210111080000,F,094,g,,A,,1002000000,1002001000
1001000000,20210111080800,F,089,X,,H,,1001500000,
1000300000,20210111081500,F,094,W,,A,,1000300000,1000305000
1000300000,20210111081600,F,094,f,,C,,1000300000,1000305000
1000800000,20210111082000,F,086,f,,H,,1000800000,1000803000
1000300000,20210111082300,F,096,n,,Z,,1000300000,1000312000
1000300000,20210111082800,F,075,r,,A,,1000300000,1000312000
1000300000,20210111083200,F,094,r,,B,,1000300000,1000310000
6500000000,20210111090500,F,096,X,,C,,6500000000,6500700000
1000200000,20210111090700,F,094,g,,A,,1000200000,1000210000
1000500000,20210111091000,F,090,f,,A,,1000500000,1000505000
1000800000,20210111091200,M,099,F,,A,,1000800000,1000813000
1000800000,20210111091200,M,102,K,,A,,1000800000,1000813000
6500000000,20210111091700,M,103,F,,X,,6500000000,6500300000
1001900000,20210111091700,M,095,W,,H,,6300000000,
6500000000,20210111092400,F,063,W,,A,,,
1000700000,20210111093600,F,094,p,,A,,1000700000,1000703000
1001900000,20210111093700,F,094,f,,A,,6600000000,6602300000
6500000000,20210111093900,F,105,Z,,X,,1001600000,1001601000
1001900000,20210111094400,F,093,g,,A,,6600000000,6600800000
1001900000,20210111094400,F,058,g,,A,,6600000000,6602800000
6500000000,20210111094700,F,080,n,,H,,6300000000,6300400000
6400000000,20210111095400,F,095,Y,,C,,,
1000700000,20210111101000,F,094,p,,A,,,
1001500000,20210111101100,M,096,m,,K,,1001500000,1001504000
1000700000,20210111104800,F,080,n,,A,,,
1001300000,20210111105300,F,095,o,,J,,1001300000,1001302000
1001900000,20210111131800,M,093,o,,A,,6600000000,6600500000
1001900000,20210111131800,F,073,f,,A,,6600000000,6600500000
1000500000,20210111132600,M,094,g,,A,,1000500000,1000504000
6400000000,20210111134200,F,089,c,,A,,,
6400000000,20210111135200,F,077,s,,B,,6400000000,6401800000
1001900000,20210111141500,M,094,X,,J,,,
6300000000,20210111144900,F,095,c,,A,,6300000000,6300500000
1000800000,20210111145500,F,099,n,,A,,1000800000,1000812000
1001700000,20210111145600,F,093,f,,A,,1001000000,
1001300000,20210111145700,F,094,g,,A,,1001300000,1001303000
1000700000,20210111150000,F,096,n,,A,,1000700000,1000701000
6500000000,20210111151200,F,095,g,,D,,6500000000,6500100000
6500000000,20210111151200,M,094,f,,D,,6500000000,6500100000
1002100000,20210111153700,F,065,c,,A,,6700000000,
1000700000,20210111155500,F,094,W,,A,,6600000000,6600500000
6300000000,20210111164700,F,105,Z,,C,,6300000000,
1000300000,20210112081100,F,093,f,,A,,1000300000,1000308000
1000300000,20210112081100,M,094,g,,A,,1000300000,1000308000
1000300000,20210112081100,F,095,X,,A,,1000300000,1000302000
1000300000,20210112081200,F,089,m,,K,,1000300000,1000301000
1000300000,20210112081200,F,076,n,,A,,1000300000,1000309000
1000300000,20210112081200,F,093,Z,,A,,1000300000,1000301000
1000300000,20210112081200,F,090,f,,H,,,
6400000000,20210112081900,F,094,g,,A,,,
6300000000,20210112082500,F,087,f,,H,,6600000000,6600500000
6400000000,20210112082800,F,070,W,,A,,6400000000,6400900000
6500000000,20210112090200,F,084,W,,Z,,6500000000,6501000000
1000500000,20210112090300,F,094,g,,A,,1000500000,1000503000
6500000000,20210112091600,F,077,W,,H,,6300000000,6300700000
